junction,period_date,actual_risk,predicted_risk,risk_score,is_error,is_dangerous_underprediction,probabilities,accidents_lag_1,accidents_rolling_mean_3
Pardi Naka,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pardi Naka,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Pratap Nagar Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rachana Ring Road,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Ram Nagar Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Rambagh Chowk,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reserve Bank Chowk,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Reshimbagh Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sakkardara Square,2025-01-01,LOW,LOW,0.78,False,False,"{""LOW"": 0.9778, ""MEDIUM"": 0.0222, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sakkardara Square,2025-02-01,LOW,LOW,1.07,False,False,"{""LOW"": 0.9693, ""MEDIUM"": 0.0307, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sakkardara Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.5
Sakkardara Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.667
Sakkardara Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.667
Sakkardara Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Sakkardara Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.333
Sakkardara Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Sakkardara Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.667
Sakkardara Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.667
Sakkardara Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.667
Sakkardara Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Sanvidhan Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sanvidhan Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Shankar Nagar Square,2025-01-01,LOW,LOW,1.07,False,False,"{""LOW"": 0.9693, ""MEDIUM"": 0.0307, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Shankar Nagar Square,2025-02-01,LOW,LOW,1.07,False,False,"{""LOW"": 0.9693, ""MEDIUM"": 0.0307, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Shankar Nagar Square,2025-03-01,LOW,LOW,0.66,False,False,"{""LOW"": 0.9812, ""MEDIUM"": 0.0188, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Shankar Nagar Square,2025-04-01,LOW,LOW,0.22,False,False,"{""LOW"": 0.9937, ""MEDIUM"": 0.0063, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.333
Shankar Nagar Square,2025-05-01,LOW,LOW,0.22,False,False,"{""LOW"": 0.9937, ""MEDIUM"": 0.0063, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Shankar Nagar Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Shankar Nagar Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Shankar Nagar Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.333
Shankar Nagar Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.333
Shankar Nagar Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.667
Shankar Nagar Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,0.667
Shankar Nagar Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",1.0,1.0
Sitabuldi Interchange,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Sitabuldi Interchange,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-05-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-06-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-07-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-08-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-09-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-10-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-11-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Somalwada Square,2025-12-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-01-01,LOW,LOW,0.18,False,False,"{""LOW"": 0.995, ""MEDIUM"": 0.005, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-02-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-03-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
Subhash Nagar Square,2025-04-01,LOW,LOW,0.0,False,False,"{""LOW"": 1.0, ""MEDIUM"": 0.0, ""HIGH"": 0.0, ""CRITICAL"": 0.0}",0.0,0.0
