junction,period,accident_count,severe_accidents,fatal_accidents,injured_count,fatality_count,vehicles_involved,period_date,accidents_7d,accidents_30d,accidents_90d,accidents_1y,fatal_accidents_1y,injury_accidents_1y,historical_accident_rate,target_period,future_accidents,future_severe_accidents,future_fatal_accidents,future_injuries,future_risk_score,risk_level
Gaddi Godam Chowk,2024-03,1,0,0,1,0,3,2024-03-01,2.0,2.0,4.0,15.0,1.0,21.0,1.25,2024-03-01,1.0,0.0,0.0,3.0,1.6,HIGH
Gaddi Godam Chowk,2024-04,1,0,0,3,0,3,2024-04-01,1.0,1.0,4.0,14.0,1.0,20.0,1.1666666666666667,2024-04-01,1.0,1.0,0.0,3.0,4.6,HIGH
Gaddi Godam Chowk,2024-05,1,1,0,3,0,2,2024-05-01,1.0,1.0,4.0,14.0,1.0,22.0,1.1666666666666667,,,,,,0.0,LOW
Gaddi Godam Chowk,2024-08,1,1,0,2,0,1,2024-08-01,1.0,1.0,3.0,14.0,1.0,25.0,1.1666666666666667,,,,,,0.0,LOW
Gaddi Godam Chowk,2024-10,1,0,0,2,0,1,2024-10-01,1.0,1.0,3.0,14.0,1.0,27.0,1.1666666666666667,2024-10-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Gaddi Godam Chowk,2024-11,1,0,0,1,0,2,2024-11-01,1.0,1.0,3.0,14.0,1.0,28.0,1.1666666666666667,2024-11-01,2.0,1.0,0.0,5.0,6.0,HIGH
Gaddi Godam Chowk,2024-12,2,1,0,5,0,4,2024-12-01,1.0,1.0,3.0,14.0,1.0,29.0,1.1666666666666667,,,,,,0.0,LOW
Gaddi Godam Chowk,2025-04,1,0,0,1,0,4,2025-04-01,2.0,2.0,4.0,14.0,1.0,29.0,1.1666666666666667,2025-04-01,1.0,0.0,0.0,3.0,1.6,HIGH
Gaddi Godam Chowk,2025-05,1,0,0,3,0,3,2025-05-01,1.0,1.0,4.0,14.0,0.0,28.0,1.1666666666666667,,,,,,0.0,LOW
Gaddi Godam Chowk,2025-07,1,0,0,3,0,3,2025-07-01,1.0,1.0,4.0,14.0,0.0,27.0,1.1666666666666667,,,,,,0.0,LOW
Gaddi Godam Chowk,2025-09,3,0,0,2,0,10,2025-09-01,1.0,1.0,3.0,14.0,0.0,30.0,1.1666666666666667,,,,,,0.0,LOW
Golibar Chowk,2020-05,1,1,0,2,0,1,2020-05-01,,,,,,,,2020-05-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Golibar Chowk,2020-06,1,0,0,1,0,1,2020-06-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Golibar Chowk,2021-01,1,0,0,0,0,2,2021-01-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Golibar Chowk,2021-06,1,0,0,0,0,2,2021-06-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Golibar Chowk,2021-08,1,0,0,3,0,4,2021-08-01,1.0,1.0,3.0,,,,,2021-08-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Golibar Chowk,2021-09,1,0,0,1,0,1,2021-09-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Golibar Chowk,2021-11,1,0,0,1,0,1,2021-11-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Golibar Chowk,2022-01,1,0,0,2,0,3,2022-01-01,1.0,1.0,3.0,,,,,2022-01-01,2.0,0.0,0.0,0.0,2.0,HIGH
Golibar Chowk,2022-02,2,0,0,0,0,6,2022-02-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Golibar Chowk,2022-06,1,0,0,2,0,1,2022-06-01,2.0,2.0,4.0,,,,,2022-06-01,3.0,0.0,0.0,2.0,3.4,HIGH
Golibar Chowk,2022-07,3,0,0,2,0,8,2022-07-01,1.0,1.0,4.0,,,,,2022-07-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Golibar Chowk,2022-08,1,0,0,1,0,1,2022-08-01,3.0,3.0,6.0,,,,,,,,,,0.0,LOW
Golibar Chowk,2022-12,1,0,0,1,0,3,2022-12-01,1.0,1.0,5.0,15.0,0.0,15.0,1.25,2022-12-01,2.0,0.0,0.0,4.0,2.8,HIGH
Golibar Chowk,2023-01,2,0,0,4,0,5,2023-01-01,1.0,1.0,5.0,15.0,0.0,14.0,1.25,,,,,,0.0,LOW
Golibar Chowk,2023-06,1,0,0,3,0,2,2023-06-01,2.0,2.0,4.0,16.0,0.0,17.0,1.3333333333333333,2023-06-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Golibar Chowk,2023-07,1,0,0,1,0,3,2023-07-01,1.0,1.0,4.0,16.0,0.0,20.0,1.3333333333333333,,,,,,0.0,LOW
Golibar Chowk,2023-09,1,0,0,0,0,2,2023-09-01,1.0,1.0,4.0,16.0,0.0,21.0,1.3333333333333333,,,,,,0.0,LOW
Golibar Chowk,2024-06,2,1,1,2,2,7,2024-06-01,1.0,1.0,3.0,16.0,0.0,18.0,1.3333333333333333,2024-06-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Golibar Chowk,2024-07,1,0,0,1,0,2,2024-07-01,2.0,2.0,4.0,17.0,1.0,19.0,1.4166666666666667,,,,,,0.0,LOW
Golibar Chowk,2024-10,2,2,0,6,0,2,2024-10-01,1.0,1.0,4.0,17.0,1.0,19.0,1.4166666666666667,,,,,,0.0,LOW
Golibar Chowk,2024-12,1,0,0,1,0,4,2024-12-01,2.0,2.0,5.0,18.0,1.0,23.0,1.5,2024-12-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Golibar Chowk,2025-01,1,0,0,1,0,2,2025-01-01,1.0,1.0,4.0,17.0,1.0,24.0,1.4166666666666667,,,,,,0.0,LOW
Golibar Chowk,2025-06,2,2,1,7,2,4,2025-06-01,1.0,1.0,4.0,17.0,1.0,23.0,1.4166666666666667,2025-06-01,1.0,1.0,0.0,2.0,4.4,HIGH
Golibar Chowk,2025-07,1,1,0,2,0,3,2025-07-01,2.0,2.0,4.0,16.0,2.0,28.0,1.3333333333333333,,,,,,0.0,LOW
Golibar Chowk,2025-11,1,1,1,3,1,1,2025-11-01,1.0,1.0,4.0,16.0,2.0,29.0,1.3333333333333333,2025-11-01,2.0,0.0,0.0,2.0,2.4,HIGH
Golibar Chowk,2025-12,2,0,0,2,0,7,2025-12-01,1.0,1.0,4.0,16.0,3.0,31.0,1.3333333333333333,,,,,,0.0,LOW
Hingna Chowk,2020-03,1,0,0,1,0,2,2020-03-01,,,,,,,,,,,,,0.0,LOW
Hingna Chowk,2020-07,2,0,0,1,0,5,2020-07-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Hingna Chowk,2020-12,1,0,0,1,0,3,2020-12-01,2.0,2.0,,,,,,,,,,,0.0,LOW
Hingna Chowk,2021-05,1,0,0,1,0,3,2021-05-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2021-09,1,0,0,3,0,2,2021-09-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2022-04,2,0,0,1,0,5,2022-04-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2022-06,1,0,0,1,0,3,2022-06-01,2.0,2.0,4.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2022-10,1,0,0,1,0,4,2022-10-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2023-03,2,0,0,2,0,5,2023-03-01,1.0,1.0,4.0,,,,,2023-03-01,1.0,1.0,0.0,3.0,4.6,HIGH
Hingna Chowk,2023-04,1,1,0,3,0,1,2023-04-01,2.0,2.0,4.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2023-07,2,0,0,4,0,6,2023-07-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2023-10,2,0,0,1,0,2,2023-10-01,2.0,2.0,5.0,,,,,,,,,,0.0,LOW
Hingna Chowk,2023-12,1,0,0,1,0,2,2023-12-01,2.0,2.0,5.0,17.0,0.0,20.0,1.4166666666666667,,,,,,0.0,LOW
Hingna Chowk,2024-03,1,0,0,1,0,4,2024-03-01,1.0,1.0,5.0,17.0,0.0,20.0,1.4166666666666667,,,,,,0.0,LOW
Hingna Chowk,2024-05,2,0,0,0,0,8,2024-05-01,1.0,1.0,4.0,16.0,0.0,20.0,1.3333333333333333,2024-05-01,2.0,1.0,0.0,5.0,6.0,HIGH
Hingna Chowk,2024-06,2,1,0,5,0,7,2024-06-01,2.0,2.0,4.0,17.0,0.0,19.0,1.4166666666666667,2024-06-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Hingna Chowk,2024-07,1,0,0,0,0,1,2024-07-01,2.0,2.0,5.0,18.0,0.0,23.0,1.5,2024-07-01,2.0,0.0,0.0,4.0,2.8,HIGH
Hingna Chowk,2024-08,2,0,0,4,0,7,2024-08-01,1.0,1.0,5.0,18.0,0.0,20.0,1.5,2024-08-01,1.0,1.0,0.0,5.0,5.0,HIGH
Hingna Chowk,2024-09,1,1,0,5,0,2,2024-09-01,2.0,2.0,5.0,18.0,0.0,23.0,1.5,,,,,,0.0,LOW
Hingna Chowk,2024-12,1,0,0,0,0,2,2024-12-01,1.0,1.0,4.0,18.0,0.0,27.0,1.5,,,,,,0.0,LOW
Hingna Chowk,2025-02,2,0,0,4,0,7,2025-02-01,1.0,1.0,4.0,18.0,0.0,26.0,1.5,,,,,,0.0,LOW
Hingna Chowk,2025-05,2,0,0,3,0,4,2025-05-01,2.0,2.0,4.0,18.0,0.0,28.0,1.5,,,,,,0.0,LOW
Hingna Chowk,2025-09,1,0,0,1,0,4,2025-09-01,2.0,2.0,5.0,19.0,0.0,28.0,1.5833333333333333,,,,,,0.0,LOW
Hingna Chowk,2025-12,3,1,0,4,0,6,2025-12-01,1.0,1.0,5.0,18.0,0.0,25.0,1.5,,,,,,0.0,LOW
Indora Chowk,2020-01,1,1,0,3,0,1,2020-01-01,,,,,,,,2020-01-01,1.0,1.0,1.0,2.0,9.4,HIGH
Indora Chowk,2020-02,1,1,1,2,1,1,2020-02-01,1.0,1.0,,,,,,2020-02-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Indora Chowk,2020-03,1,0,0,1,0,1,2020-03-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Indora Chowk,2020-06,1,0,0,3,0,2,2020-06-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Indora Chowk,2020-11,1,0,0,0,0,4,2020-11-01,1.0,1.0,3.0,,,,,2020-11-01,2.0,0.0,0.0,2.0,2.4,HIGH
Indora Chowk,2020-12,2,0,0,2,0,5,2020-12-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Indora Chowk,2021-02,1,0,0,1,0,2,2021-02-01,2.0,2.0,4.0,,,,,,,,,,0.0,LOW
Indora Chowk,2021-06,2,0,0,0,0,5,2021-06-01,1.0,1.0,4.0,,,,,2021-06-01,1.0,1.0,0.0,4.0,4.8,HIGH
Indora Chowk,2021-07,1,1,0,4,0,4,2021-07-01,2.0,2.0,5.0,,,,,,,,,,0.0,LOW
Indora Chowk,2022-03,1,0,0,1,0,3,2022-03-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Indora Chowk,2022-08,1,0,0,0,0,1,2022-08-01,1.0,1.0,4.0,,,,,2022-08-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Indora Chowk,2022-09,1,0,0,0,0,2,2022-09-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Indora Chowk,2022-11,1,0,0,1,0,2,2022-11-01,1.0,1.0,3.0,14.0,1.0,17.0,1.1666666666666667,,,,,,0.0,LOW
Indora Chowk,2023-02,1,1,0,3,0,4,2023-02-01,1.0,1.0,3.0,14.0,1.0,15.0,1.1666666666666667,,,,,,0.0,LOW
Indora Chowk,2023-04,2,1,0,7,0,6,2023-04-01,1.0,1.0,3.0,14.0,0.0,16.0,1.1666666666666667,2023-04-01,2.0,1.0,0.0,6.0,6.2,HIGH
Indora Chowk,2023-05,2,1,0,6,0,7,2023-05-01,2.0,2.0,4.0,15.0,0.0,22.0,1.25,2023-05-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Indora Chowk,2023-06,1,0,0,0,0,1,2023-06-01,2.0,2.0,5.0,16.0,0.0,25.0,1.3333333333333333,,,,,,0.0,LOW
Indora Chowk,2023-08,1,0,0,2,0,1,2023-08-01,1.0,1.0,5.0,16.0,0.0,25.0,1.3333333333333333,,,,,,0.0,LOW
Indora Chowk,2023-10,2,0,0,3,0,2,2023-10-01,1.0,1.0,4.0,15.0,0.0,25.0,1.25,2023-10-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Indora Chowk,2023-11,1,0,0,0,0,4,2023-11-01,2.0,2.0,4.0,16.0,0.0,27.0,1.3333333333333333,2023-11-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Indora Chowk,2023-12,1,0,0,1,0,1,2023-12-01,1.0,1.0,4.0,15.0,0.0,27.0,1.25,,,,,,0.0,LOW
Indora Chowk,2024-02,1,0,0,0,0,1,2024-02-01,1.0,1.0,4.0,15.0,0.0,24.0,1.25,2024-02-01,3.0,1.0,0.0,5.0,7.0,HIGH
Indora Chowk,2024-03,3,1,0,5,0,5,2024-03-01,1.0,1.0,3.0,15.0,0.0,23.0,1.25,,,,,,0.0,LOW
Indora Chowk,2024-06,3,0,0,6,0,12,2024-06-01,3.0,3.0,5.0,17.0,0.0,28.0,1.4166666666666667,2024-06-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Indora Chowk,2024-07,1,0,0,1,0,3,2024-07-01,3.0,3.0,7.0,19.0,0.0,34.0,1.5833333333333333,,,,,,0.0,LOW
Indora Chowk,2024-12,1,1,1,4,2,1,2024-12-01,1.0,1.0,7.0,19.0,0.0,34.0,1.5833333333333333,,,,,,0.0,LOW
Indora Chowk,2025-02,1,0,0,2,0,4,2025-02-01,1.0,1.0,5.0,19.0,1.0,35.0,1.5833333333333333,2025-02-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Indora Chowk,2025-03,1,0,0,0,0,1,2025-03-01,1.0,1.0,3.0,18.0,1.0,30.0,1.5,,,,,,0.0,LOW
Indora Chowk,2025-11,1,0,0,1,0,2,2025-11-01,1.0,1.0,3.0,17.0,1.0,24.0,1.4166666666666667,2025-11-01,2.0,0.0,0.0,2.0,2.4,HIGH
Indora Chowk,2025-12,2,0,0,2,0,6,2025-12-01,1.0,1.0,3.0,17.0,1.0,25.0,1.4166666666666667,,,,,,0.0,LOW
Itwari,2020-04,1,0,0,0,0,1,2020-04-01,,,,,,,,2020-04-01,1.0,1.0,1.0,2.0,9.4,HIGH
Itwari,2020-05,1,1,1,2,1,1,2020-05-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Itwari,2020-10,2,0,0,1,0,3,2020-10-01,1.0,1.0,,,,,,2020-10-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Itwari,2020-11,1,0,0,0,0,3,2020-11-01,2.0,2.0,4.0,,,,,,,,,,0.0,LOW
Itwari,2021-01,1,1,0,4,0,4,2021-01-01,1.0,1.0,4.0,,,,,2021-01-01,1.0,1.0,1.0,3.0,9.6,HIGH
Itwari,2021-02,1,1,1,3,2,3,2021-02-01,1.0,1.0,4.0,,,,,2021-02-01,1.0,1.0,0.0,5.0,5.0,HIGH
Itwari,2021-03,1,1,0,5,0,3,2021-03-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Itwari,2021-08,1,0,0,0,0,2,2021-08-01,1.0,1.0,3.0,,,,,2021-08-01,1.0,1.0,1.0,3.0,9.6,HIGH
Itwari,2021-09,1,1,1,3,2,2,2021-09-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Itwari,2022-01,1,0,0,0,0,3,2022-01-01,1.0,1.0,3.0,,,,,2022-01-01,1.0,0.0,0.0,3.0,1.6,HIGH
Itwari,2022-02,1,0,0,3,0,3,2022-02-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Itwari,2022-07,1,0,0,2,0,2,2022-07-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Itwari,2022-12,1,0,0,2,0,4,2022-12-01,1.0,1.0,3.0,13.0,3.0,23.0,1.0833333333333333,,,,,,0.0,LOW
Itwari,2023-03,1,0,0,1,0,4,2023-03-01,1.0,1.0,3.0,13.0,3.0,25.0,1.0833333333333333,2023-03-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Itwari,2023-04,1,0,0,0,0,1,2023-04-01,1.0,1.0,3.0,13.0,2.0,24.0,1.0833333333333333,2023-04-01,3.0,1.0,0.0,6.0,7.2,HIGH
Itwari,2023-05,3,1,0,6,0,6,2023-05-01,1.0,1.0,3.0,12.0,2.0,23.0,1.0,,,,,,0.0,LOW
Itwari,2023-09,3,2,1,11,1,6,2023-09-01,3.0,3.0,5.0,14.0,2.0,29.0,1.1666666666666667,,,,,,0.0,LOW
Itwari,2023-12,1,0,0,1,0,3,2023-12-01,3.0,3.0,7.0,16.0,3.0,36.0,1.3333333333333333,2023-12-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Itwari,2024-01,1,0,0,1,0,1,2024-01-01,1.0,1.0,7.0,16.0,2.0,34.0,1.3333333333333333,,,,,,0.0,LOW
Itwari,2024-03,1,0,0,1,0,3,2024-03-01,1.0,1.0,5.0,16.0,2.0,30.0,1.3333333333333333,,,,,,0.0,LOW
Itwari,2024-07,1,0,0,1,0,4,2024-07-01,1.0,1.0,3.0,16.0,2.0,31.0,1.3333333333333333,2024-07-01,2.0,0.0,0.0,4.0,2.8,HIGH
Itwari,2024-08,2,0,0,4,0,7,2024-08-01,1.0,1.0,3.0,16.0,1.0,29.0,1.3333333333333333,,,,,,0.0,LOW
Itwari,2024-10,1,1,0,2,0,2,2024-10-01,2.0,2.0,4.0,17.0,1.0,33.0,1.4166666666666667,,,,,,0.0,LOW
Itwari,2025-01,1,0,0,1,0,4,2025-01-01,1.0,1.0,4.0,17.0,1.0,32.0,1.4166666666666667,,,,,,0.0,LOW
Itwari,2025-03,3,1,0,4,0,10,2025-03-01,1.0,1.0,4.0,17.0,1.0,31.0,1.4166666666666667,2025-03-01,1.0,0.0,0.0,3.0,1.6,HIGH
Itwari,2025-04,1,0,0,3,0,4,2025-04-01,3.0,3.0,5.0,19.0,1.0,33.0,1.5833333333333333,2025-04-01,2.0,0.0,0.0,1.0,2.2,HIGH
Itwari,2025-05,2,0,0,1,0,4,2025-05-01,1.0,1.0,5.0,19.0,1.0,35.0,1.5833333333333333,,,,,,0.0,LOW
Itwari,2025-07,1,0,0,1,0,1,2025-07-01,2.0,2.0,6.0,20.0,1.0,36.0,1.6666666666666667,2025-07-01,3.0,1.0,0.0,6.0,7.2,HIGH
Itwari,2025-08,3,1,0,6,0,3,2025-08-01,1.0,1.0,4.0,18.0,1.0,31.0,1.5,,,,,,0.0,LOW
Itwari,2025-10,3,0,0,4,0,9,2025-10-01,3.0,3.0,6.0,18.0,0.0,26.0,1.5,2025-10-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Itwari,2025-11,1,0,0,0,0,2,2025-11-01,3.0,3.0,7.0,20.0,0.0,29.0,1.6666666666666667,2025-11-01,1.0,0.0,0.0,3.0,1.6,HIGH
Itwari,2025-12,1,0,0,3,0,2,2025-12-01,1.0,1.0,7.0,20.0,0.0,28.0,1.6666666666666667,,,,,,0.0,LOW
Jhansi Rani Square,2020-01,3,1,0,3,0,7,2020-01-01,,,,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2020-06,1,0,0,1,0,1,2020-06-01,3.0,3.0,,,,,,2020-06-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Jhansi Rani Square,2020-07,1,0,0,0,0,4,2020-07-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2021-03,1,0,0,1,0,1,2021-03-01,1.0,1.0,5.0,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2021-05,1,0,0,1,0,2,2021-05-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2021-07,1,0,0,1,0,1,2021-07-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2021-10,1,0,0,3,0,1,2021-10-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2022-01,1,0,0,1,0,1,2022-01-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2022-05,1,0,0,0,0,1,2022-05-01,1.0,1.0,3.0,,,,,2022-05-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2022-06,1,0,0,1,0,1,2022-06-01,1.0,1.0,3.0,,,,,2022-06-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2022-07,1,0,0,1,0,2,2022-07-01,1.0,1.0,3.0,,,,,2022-07-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Jhansi Rani Square,2022-08,1,0,0,0,0,1,2022-08-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Jhansi Rani Square,2023-01,1,0,0,3,0,1,2023-01-01,1.0,1.0,3.0,14.0,0.0,13.0,1.1666666666666667,2023-01-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2023-02,1,0,0,1,0,3,2023-02-01,1.0,1.0,3.0,12.0,0.0,13.0,1.0,,,,,,0.0,LOW
Jhansi Rani Square,2023-04,1,1,0,5,0,1,2023-04-01,1.0,1.0,3.0,12.0,0.0,13.0,1.0,,,,,,0.0,LOW
Jhansi Rani Square,2023-06,2,0,0,1,0,7,2023-06-01,1.0,1.0,3.0,12.0,0.0,18.0,1.0,,,,,,0.0,LOW
Jhansi Rani Square,2023-09,3,2,0,5,0,8,2023-09-01,2.0,2.0,4.0,13.0,0.0,18.0,1.0833333333333333,2023-09-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2023-10,1,0,0,1,0,1,2023-10-01,3.0,3.0,6.0,15.0,0.0,22.0,1.25,2023-10-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Jhansi Rani Square,2023-11,1,0,0,0,0,1,2023-11-01,1.0,1.0,6.0,15.0,0.0,22.0,1.25,,,,,,0.0,LOW
Jhansi Rani Square,2024-03,1,0,0,3,0,4,2024-03-01,1.0,1.0,5.0,15.0,0.0,19.0,1.25,2024-03-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2024-04,1,0,0,1,0,2,2024-04-01,1.0,1.0,3.0,15.0,0.0,21.0,1.25,,,,,,0.0,LOW
Jhansi Rani Square,2024-06,1,0,0,1,0,1,2024-06-01,1.0,1.0,3.0,15.0,0.0,22.0,1.25,,,,,,0.0,LOW
Jhansi Rani Square,2024-08,2,0,0,1,0,5,2024-08-01,1.0,1.0,3.0,15.0,0.0,22.0,1.25,2024-08-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2024-09,1,0,0,1,0,1,2024-09-01,2.0,2.0,4.0,16.0,0.0,22.0,1.3333333333333333,,,,,,0.0,LOW
Jhansi Rani Square,2025-01,3,0,0,4,0,9,2025-01-01,1.0,1.0,4.0,16.0,0.0,23.0,1.3333333333333333,2025-01-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2025-02,1,0,0,1,0,2,2025-02-01,3.0,3.0,6.0,18.0,0.0,24.0,1.5,2025-02-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Jhansi Rani Square,2025-03,1,0,0,1,0,1,2025-03-01,1.0,1.0,5.0,18.0,0.0,24.0,1.5,2025-03-01,2.0,0.0,0.0,4.0,2.8,HIGH
Jhansi Rani Square,2025-04,2,0,0,4,0,6,2025-04-01,1.0,1.0,5.0,18.0,0.0,20.0,1.5,,,,,,0.0,LOW
Jhansi Rani Square,2025-12,1,0,0,1,0,2,2025-12-01,2.0,2.0,4.0,18.0,0.0,23.0,1.5,,,,,,0.0,LOW
Kachipura Square,2020-01,1,0,0,0,0,4,2020-01-01,,,,,,,,,,,,,0.0,LOW
Kachipura Square,2020-05,1,0,0,1,0,1,2020-05-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Kachipura Square,2020-08,1,0,0,1,0,3,2020-08-01,1.0,1.0,,,,,,,,,,,0.0,LOW
Kachipura Square,2020-10,1,0,0,1,0,1,2020-10-01,1.0,1.0,3.0,,,,,2020-10-01,2.0,1.0,1.0,4.0,10.8,HIGH
Kachipura Square,2020-11,2,1,1,4,1,3,2020-11-01,1.0,1.0,3.0,,,,,,,,,,0.0,LOW
Kachipura Square,2021-01,1,1,0,3,0,4,2021-01-01,2.0,2.0,4.0,,,,,2021-01-01,1.0,1.0,0.0,5.0,5.0,HIGH
Kachipura Square,2021-02,1,1,0,5,0,2,2021-02-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Kachipura Square,2021-06,2,0,0,4,0,7,2021-06-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Kachipura Square,2021-10,1,0,0,1,0,1,2021-10-01,2.0,2.0,4.0,,,,,2021-10-01,2.0,0.0,0.0,2.0,2.4,HIGH
Kachipura Square,2021-11,2,0,0,2,0,5,2021-11-01,1.0,1.0,4.0,,,,,,,,,,0.0,LOW
Kachipura Square,2022-02,2,0,0,0,0,6,2022-02-01,2.0,2.0,5.0,,,,,2022-02-01,1.0,0.0,0.0,2.0,1.4,HIGH
Kachipura Square,2022-03,1,0,0,2,0,1,2022-03-01,2.0,2.0,5.0,,,,,,,,,,0.0,LOW
Kachipura Square,2022-05,1,0,0,0,0,4,2022-05-01,1.0,1.0,5.0,16.0,1.0,24.0,1.3333333333333333,2022-05-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Kachipura Square,2022-06,1,0,0,0,0,2,2022-06-01,1.0,1.0,4.0,16.0,1.0,24.0,1.3333333333333333,2022-06-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Kachipura Square,2022-07,1,0,0,0,0,4,2022-07-01,1.0,1.0,3.0,16.0,1.0,23.0,1.3333333333333333,,,,,,0.0,LOW
Kachipura Square,2023-02,1,0,0,1,0,4,2023-02-01,1.0,1.0,3.0,16.0,1.0,22.0,1.3333333333333333,,,,,,0.0,LOW
Kachipura Square,2023-04,1,0,0,3,0,3,2023-04-01,1.0,1.0,3.0,16.0,1.0,22.0,1.3333333333333333,,,,,,0.0,LOW
Kachipura Square,2023-07,3,0,0,1,0,7,2023-07-01,1.0,1.0,3.0,15.0,0.0,21.0,1.25,2023-07-01,2.0,0.0,0.0,4.0,2.8,HIGH
Kachipura Square,2023-08,2,0,0,4,0,5,2023-08-01,3.0,3.0,5.0,17.0,0.0,19.0,1.4166666666666667,2023-08-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Kachipura Square,2023-09,1,0,0,1,0,3,2023-09-01,2.0,2.0,6.0,18.0,0.0,18.0,1.5,2023-09-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Kachipura Square,2023-10,1,0,0,0,0,2,2023-10-01,1.0,1.0,6.0,17.0,0.0,15.0,1.4166666666666667,,,,,,0.0,LOW
Kachipura Square,2023-12,1,0,0,1,0,2,2023-12-01,1.0,1.0,4.0,17.0,0.0,14.0,1.4166666666666667,2023-12-01,1.0,0.0,0.0,1.0,1.2,MEDIUM
Kachipura Square,2024-01,1,0,0,1,0,4,2024-01-01,1.0,1.0,3.0,16.0,0.0,13.0,1.3333333333333333,2024-01-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
Kachipura Square,2024-02,1,0,0,0,0,2,2024-02-01,1.0,1.0,3.0,15.0,0.0,14.0,1.25,2024-02-01,1.0,0.0,0.0,0.0,1.0,MEDIUM
